Date,TA_F_avg,VPD_F_avg,P_F_sum,SWC,PAR
2018-10-21,12.175625,0.628691319,0,19.79861111,350.9207352
2018-10-22,12.71791667,0.630599381,0,19.59375,273.1902273
2018-10-23,10.37166667,0.04800186,7.2,19.83541667,95.02906852
2018-10-24,10.49697917,0.159675001,0.1,20.41805556,250.8845042
2018-10-25,12.27977083,0.397099104,0,20.27569444,332.0251292
2018-10-26,11.07645833,0.14457964,7.166666667,20.28472222,52.86791555
2018-10-27,7.905458333,0.480473572,0.033333333,20.89166667,280.3742534
2018-10-28,7.303666667,0.14784186,6.133333333,21.11805556,91.05505188
2018-10-29,6.917979167,0.303397256,0,21.49722222,181.4174861
2018-10-30,5.132208333,0.408088976,0.033333333,21.21944444,326.6154493
2018-10-31,6.402416667,0.291720295,0.466666667,21.02152778,325.484755
2018-11-01,7.435604167,0.346034213,0,20.86180556,311.7147639
2018-11-02,9.828083333,0.447386036,0,20.72013889,303.3453313
2018-11-03,11.14385417,0.580348036,0,20.61319444,295.5682479
2018-11-04,11.6244375,0.659599336,0,20.51041667,342.6095481
2018-11-05,11.4816875,0.48390265,0,20.41736111,267.9436629
2018-11-06,11.89172917,0.403045047,0,20.32777778,223.0833468
2018-11-07,11.79416667,0.103370577,2,20.34791667,111.4393245
2018-11-08,11.89979167,0,47.63333333,23.05833333,11.9154802
2018-11-09,10.814375,0.262004957,3.7,24.84722222,191.2165134
2018-11-10,11.1235,0.366594781,0,23.26944444,237.4843884
2018-11-11,7.963666667,0.200537933,0.033333333,22.57152778,98.6774715
2018-11-12,8.295645833,0.554847018,0,22.17916667,284.82399
2018-11-13,8.543,0.396447441,0,21.90763889,227.0249064
2018-11-14,9.642375,0.467242216,0,21.70902778,248.6856296
2018-11-15,9.1189375,0.419365076,0,21.56736111,230.6885579
2018-11-16,8.4395625,0.299500652,0,21.425,147.6689
2018-11-17,5.192041667,0.354105054,0,21.30416667,230.6734975
2018-11-18,5.540666667,0.482639778,0,21.21041667,193.4191375
2018-11-19,6.1894375,0.359615276,0.033333333,21.04583333,158.0961637
2018-11-20,5.813833333,0.624848262,0,20.82291667,253.7403688
2018-11-21,4.134229167,0.148583819,2.9,20.93402778,63.22507684
2018-11-22,1.79,0.42101503,0,20.94444444,251.1748053
2018-11-23,0.641604167,0.455293397,0,20.86597222,255.3830871
2018-11-24,0.644104167,0.149368597,5.066666667,20.83333333,38.36142264
2018-11-25,2.729979167,0.019826124,5.066666667,21.24027778,143.830003
2018-11-26,4.536208333,0.164942882,0.066666667,21.79166667,237.0524348
2018-11-27,4.4836875,0.129987674,0.033333333,21.78541667,101.5925404
2018-11-28,5.05375,0.686164562,0,21.64513889,197.25865
2018-11-29,3.392770833,0.499676096,0,21.40208333,109.5361237
2018-11-30,2.601291667,0.42512209,0,21.16597222,242.0237864
2018-12-01,4.1289375,0.421661639,0,21.06041667,201.3115925
2018-12-02,7.757645833,0.430064851,0,20.98125,134.2388528
2018-12-03,11.08645833,0.095608427,9.566666667,21.75555556,19.03528984
2018-12-04,7.986479167,0.133586391,8.166666667,23.25694444,72.95225895
2018-12-05,-0.169166667,0.350420641,0,22.66597222,188.5788777
2018-12-06,1.45175,0.244358878,1.1,22.30277778,178.120844
2018-12-07,-7.1703125,0.241765529,0,22.01666667,246.2955914
2018-12-08,-9.2095625,0.199890479,0,21.73958333,238.5594017
2018-12-09,-8.407333333,0.246005755,0,21.53819444,245.4629221
2018-12-10,-4.282916667,0.335764006,0,21.39375,214.248783
2018-12-11,-1.502666667,0.283588389,0,21.29305556,69.97161863
2018-12-12,-2.27525,0.311561365,0,21.21041667,234.1551192
2018-12-13,-3.3999375,0.210825061,0.58872,21.12013889,75.36125058
2018-12-14,-5.030375,0.239128021,0,21.07361111,230.3491173
2018-12-15,-4.076375,0.245550741,0,20.97152778,210.122955
2018-12-16,-1.843895833,0.234299376,0,20.92569444,83.44816802
2018-12-17,1.5680625,0.316110136,0,20.93263889,214.0247629
2018-12-18,1.807145833,0.314902062,0.033333333,20.92222222,164.6410393
2018-12-19,4.953916667,0.395395803,0,20.88958333,197.6676285
2018-12-20,3.1064375,0.463634311,0,20.84652778,180.4020014
2018-12-21,4.765041667,0.516455115,0,20.77777778,158.3089794
2018-12-22,6.71775,0.490589662,0,20.75347222,202.7915199
2018-12-23,3.1634375,0.439558112,0,20.6875,216.5748499
2018-12-24,-2.837729167,0.33131544,0,20.58194444,233.4797625
2018-12-25,-2.396291667,0.242529211,0,20.50208333,118.8667488
2018-12-26,-0.922604167,0.341822318,0,20.47083333,220.8562892
2018-12-27,-10.14964583,0.230812873,0,20.37013889,234.4289631
2018-12-28,-12.02916667,0.174031537,0,20.19236111,230.5434108
2018-12-29,-8.498520833,0.246716324,0,19.94513889,240.3050046
2018-12-30,-8.0660625,0.22444023,0,19.62222222,238.4231358
2018-12-31,-6.193833333,0.240802829,0,19.33263889,223.3543257
